poly cost,gaus cost,sigm cost
0.078562,0.0603084,0.0600184
0.0785162,0.0602877,0.0600001
0.0784705,0.060267,0.0599818
0.0784249,0.0602464,0.0599636
0.0783794,0.0602258,0.0599454
0.078334,0.0602053,0.0599273
0.0782887,0.0601848,0.0599092
0.0782435,0.0601643,0.0598911
0.0781983,0.0601439,0.0598731
0.0781532,0.0601236,0.0598551
0.0781083,0.0601033,0.0598372
0.0780634,0.060083,0.0598193
0.0780186,0.0600628,0.0598014
0.0779739,0.0600426,0.0597836
0.0779293,0.0600225,0.0597658
0.0778847,0.0600024,0.0597481
0.0778403,0.0599823,0.0597304
0.0777959,0.0599624,0.0597127
0.0777516,0.0599424,0.0596951
0.0777074,0.0599225,0.0596775
0.0776633,0.0599026,0.05966
0.0776193,0.0598828,0.0596425
0.0775754,0.059863,0.059625
0.0775315,0.0598433,0.0596076
0.0774878,0.0598236,0.0595902
0.0774441,0.059804,0.0595728
0.0774005,0.0597844,0.0595555
0.077357,0.0597648,0.0595383
0.0773136,0.0597453,0.059521
0.0772702,0.0597258,0.0595038
0.077227,0.0597064,0.0594867
0.0771838,0.059687,0.0594695
0.0771407,0.0596677,0.0594525
0.0770977,0.0596484,0.0594354
0.0770548,0.0596291,0.0594184
0.0770119,0.0596099,0.0594014
0.0769691,0.0595907,0.0593845
0.0769265,0.0595716,0.0593676
0.0768839,0.0595525,0.0593507
0.0768413,0.0595334,0.0593339
0.0767989,0.0595144,0.0593171
0.0767565,0.0594955,0.0593004
0.0767142,0.0594765,0.0592837
0.076672,0.0594576,0.059267
0.0766299,0.0594388,0.0592503
0.0765879,0.05942,0.0592337
0.0765459,0.0594012,0.0592172
0.076504,0.0593825,0.0592006
0.0764622,0.0593638,0.0591841
0.0764205,0.0593452,0.0591677
0.0763789,0.0593266,0.0591512
0.0763373,0.059308,0.0591348
0.0762958,0.0592895,0.0591185
0.0762544,0.059271,0.0591022
0.076213,0.0592525,0.0590859
0.0761718,0.0592341,0.0590696
0.0761306,0.0592158,0.0590534
0.0760895,0.0591974,0.0590372
0.0760485,0.0591792,0.0590211
0.0760075,0.0591609,0.059005
0.0759666,0.0591427,0.0589889
0.0759258,0.0591245,0.0589728
0.0758851,0.0591064,0.0589568
0.0758445,0.0590883,0.0589409
0.0758039,0.0590702,0.0589249
0.0757634,0.0590522,0.058909
0.075723,0.0590342,0.0588931
0.0756826,0.0590163,0.0588773
0.0756423,0.0589984,0.0588615
0.0756021,0.0589805,0.0588457
0.075562,0.0589627,0.05883
0.0755219,0.0589449,0.0588142
0.075482,0.0589271,0.0587986
0.0754421,0.0589094,0.0587829
0.0754022,0.0588917,0.0587673
0.0753625,0.0588741,0.0587517
0.0753228,0.0588565,0.0587362
0.0752831,0.0588389,0.0587207
0.0752436,0.0588213,0.0587052
0.0752041,0.0588038,0.0586898
0.0751647,0.0587864,0.0586743
0.0751254,0.058769,0.058659
0.0750861,0.0587516,0.0586436
0.0750469,0.0587342,0.0586283
0.0750078,0.0587169,0.058613
0.0749688,0.0586996,0.0585978
0.0749298,0.0586824,0.0585825
0.0748909,0.0586651,0.0585673
0.0748521,0.058648,0.0585522
0.0748133,0.0586308,0.0585371
0.0747746,0.0586137,0.058522
0.074736,0.0585966,0.0585069
0.0746974,0.0585796,0.0584919
0.0746589,0.0585626,0.0584769
0.0746205,0.0585456,0.0584619
0.0745821,0.0585287,0.0584469
0.0745439,0.0585118,0.058432
0.0745056,0.0584949,0.0584171
0.0744675,0.0584781,0.0584023
0.0744294,0.0584613,0.0583875
0.0743914,0.0584446,0.0583727
0.0743535,0.0584278,0.0583579
0.0743156,0.0584111,0.0583432
0.0742778,0.0583945,0.0583285
0.07424,0.0583779,0.0583138
0.0742024,0.0583613,0.0582992
0.0741648,0.0583447,0.0582846
0.0741272,0.0583282,0.05827
0.0740897,0.0583117,0.0582555
0.0740523,0.0582952,0.0582409
0.074015,0.0582788,0.0582264
0.0739777,0.0582624,0.058212
0.0739405,0.058246,0.0581975
0.0739033,0.0582297,0.0581831
0.0738663,0.0582134,0.0581688
0.0738292,0.0581972,0.0581544
0.0737923,0.0581809,0.0581401
0.0737554,0.0581647,0.0581258
0.0737186,0.0581486,0.0581116
0.0736818,0.0581324,0.0580973
0.0736451,0.0581163,0.0580831
0.0736085,0.0581003,0.058069
0.0735719,0.0580842,0.0580548
0.0735354,0.0580682,0.0580407
0.073499,0.0580523,0.0580266
0.0734626,0.0580363,0.0580126
0.0734263,0.0580204,0.0579985
0.07339,0.0580045,0.0579845
0.0733538,0.0579887,0.0579705
0.0733177,0.0579729,0.0579566
0.0732817,0.0579571,0.0579427
0.0732457,0.0579413,0.0579288
0.0732097,0.0579256,0.0579149
0.0731738,0.0579099,0.0579011
0.073138,0.0578943,0.0578873
0.0731023,0.0578786,0.0578735
0.0730666,0.057863,0.0578597
0.0730309,0.0578475,0.057846
0.0729954,0.0578319,0.0578323
0.0729598,0.0578164,0.0578186
0.0729244,0.0578009,0.057805
0.072889,0.0577855,0.0577914
0.0728537,0.0577701,0.0577778
0.0728184,0.0577547,0.0577642
0.0727832,0.0577393,0.0577507
0.072748,0.057724,0.0577372
0.072713,0.0577087,0.0577237
0.0726779,0.0576934,0.0577102
0.072643,0.0576782,0.0576968
0.072608,0.057663,0.0576834
0.0725732,0.0576478,0.05767
0.0725384,0.0576327,0.0576566
0.0725037,0.0576175,0.0576433
0.072469,0.0576024,0.05763
0.0724344,0.0575874,0.0576167
0.0723998,0.0575723,0.0576035
0.0723653,0.0575573,0.0575903
0.0723308,0.0575424,0.0575771
0.0722965,0.0575274,0.0575639
0.0722621,0.0575125,0.0575507
0.0722279,0.0574976,0.0575376
0.0721936,0.0574827,0.0575245
0.0721595,0.0574679,0.0575114
0.0721254,0.0574531,0.0574984
0.0720913,0.0574383,0.0574854
0.0720574,0.0574236,0.0574724
0.0720234,0.0574089,0.0574594
0.0719895,0.0573942,0.0574465
0.0719557,0.0573795,0.0574335
0.071922,0.0573649,0.0574206
0.0718883,0.0573502,0.0574078
0.0718546,0.0573357,0.0573949
0.071821,0.0573211,0.0573821
0.0717875,0.0573066,0.0573693
0.071754,0.0572921,0.0573565
0.0717206,0.0572776,0.0573438
0.0716872,0.0572632,0.0573311
0.0716539,0.0572487,0.0573184
0.0716206,0.0572344,0.0573057
0.0715874,0.05722,0.057293
0.0715542,0.0572057,0.0572804
0.0715211,0.0571913,0.0572678
0.0714881,0.0571771,0.0572552
0.0714551,0.0571628,0.0572427
0.0714222,0.0571486,0.0572301
0.0713893,0.0571344,0.0572176
0.0713565,0.0571202,0.0572051
0.0713237,0.057106,0.0571927
0.071291,0.0570919,0.0571802
0.0712583,0.0570778,0.0571678
0.0712257,0.0570637,0.0571554
0.0711931,0.0570497,0.0571431
0.0711606,0.0570357,0.0571307
0.0711281,0.0570217,0.0571184
0.0710957,0.0570077,0.0571061
0.0710634,0.0569938,0.0570938
0.0710311,0.0569799,0.0570816
0.0709988,0.056966,0.0570693
0.0709666,0.0569521,0.0570571
0.0709345,0.0569383,0.0570449
0.0709024,0.0569245,0.0570328
0.0708703,0.0569107,0.0570206
0.0708384,0.0568969,0.0570085
0.0708064,0.0568832,0.0569964
0.0707745,0.0568695,0.0569844
0.0707427,0.0568558,0.0569723
0.0707109,0.0568421,0.0569603
0.0706792,0.0568285,0.0569483
0.0706475,0.0568149,0.0569363
0.0706158,0.0568013,0.0569244
0.0705843,0.0567877,0.0569124
0.0705527,0.0567742,0.0569005
0.0705212,0.0567607,0.0568886
0.0704898,0.0567472,0.0568767
0.0704584,0.0567337,0.0568649
0.0704271,0.0567203,0.0568531
0.0703958,0.0567068,0.0568413
0.0703646,0.0566935,0.0568295
0.0703334,0.0566801,0.0568177
0.0703023,0.0566667,0.056806
0.0702712,0.0566534,0.0567943
0.0702401,0.0566401,0.0567826
0.0702092,0.0566269,0.0567709
0.0701782,0.0566136,0.0567592
0.0701473,0.0566004,0.0567476
0.0701165,0.0565872,0.056736
0.0700857,0.056574,0.0567244
0.0700549,0.0565609,0.0567128
0.0700242,0.0565477,0.0567013
0.0699936,0.0565346,0.0566898
0.069963,0.0565216,0.0566783
0.0699324,0.0565085,0.0566668
0.0699019,0.0564955,0.0566553
0.0698715,0.0564825,0.0566439
0.0698411,0.0564695,0.0566324
0.0698107,0.0564565,0.056621
0.0697804,0.0564436,0.0566097
0.0697501,0.0564306,0.0565983
0.0697199,0.0564177,0.056587
0.0696897,0.0564049,0.0565756
0.0696596,0.056392,0.0565643
0.0696295,0.0563792,0.0565531
0.0695995,0.0563664,0.0565418
0.0695695,0.0563536,0.0565306
0.0695396,0.0563409,0.0565194
0.0695097,0.0563281,0.0565082
0.0694798,0.0563154,0.056497
0.06945,0.0563027,0.0564858
0.0694203,0.05629,0.0564747
0.0693905,0.0562774,0.0564636
0.0693609,0.0562648,0.0564525
0.0693313,0.0562522,0.0564414
0.0693017,0.0562396,0.0564303
0.0692722,0.056227,0.0564193
0.0692427,0.0562145,0.0564083
0.0692132,0.056202,0.0563973
0.0691838,0.0561895,0.0563863
0.0691545,0.056177,0.0563754
0.0691252,0.0561646,0.0563644
0.0690959,0.0561521,0.0563535
0.0690667,0.0561397,0.0563426
0.0690375,0.0561274,0.0563317
0.0690084,0.056115,0.0563208
0.0689793,0.0561027,0.05631
0.0689503,0.0560903,0.0562992
0.0689213,0.056078,0.0562884
0.0688924,0.0560658,0.0562776
0.0688635,0.0560535,0.0562668
0.0688346,0.0560413,0.0562561
0.0688058,0.0560291,0.0562454
0.068777,0.0560169,0.0562346
0.0687483,0.0560047,0.056224
0.0687196,0.0559925,0.0562133
0.0686909,0.0559804,0.0562026
0.0686623,0.0559683,0.056192
0.0686338,0.0559562,0.0561814
0.0686053,0.0559442,0.0561708
0.0685768,0.0559321,0.0561602
0.0685484,0.0559201,0.0561497
0.06852,0.0559081,0.0561391
0.0684916,0.0558961,0.0561286
0.0684633,0.0558841,0.0561181
0.0684351,0.0558722,0.0561076
0.0684068,0.0558603,0.0560971
0.0683787,0.0558484,0.0560867
0.0683505,0.0558365,0.0560763
0.0683224,0.0558246,0.0560658
0.0682944,0.0558128,0.0560554
0.0682664,0.055801,0.0560451
0.0682384,0.0557892,0.0560347
0.0682105,0.0557774,0.0560244
0.0681826,0.0557656,0.056014
0.0681547,0.0557539,0.0560037
0.0681269,0.0557422,0.0559935
0.0680992,0.0557305,0.0559832
0.0680715,0.0557188,0.0559729
0.0680438,0.0557071,0.0559627
0.0680161,0.0556955,0.0559525
0.0679886,0.0556838,0.0559423
0.067961,0.0556722,0.0559321
0.0679335,0.0556607,0.0559219
0.067906,0.0556491,0.0559118
0.0678786,0.0556376,0.0559017
0.0678512,0.055626,0.0558916
0.0678238,0.0556145,0.0558815
0.0677965,0.055603,0.0558714
0.0677692,0.0555916,0.0558613
0.067742,0.0555801,0.0558513
0.0677148,0.0555687,0.0558413
0.0676876,0.0555573,0.0558313
0.0676605,0.0555459,0.0558213
0.0676334,0.0555345,
0.0676064,0.0555232,
0.0675794,0.0555118,
0.0675524,0.0555005,
0.0675255,0.0554892,
0.0674986,0.0554779,
0.0674718,0.0554667,
0.067445,0.0554554,
0.0674182,0.0554442,
0.0673915,0.055433,
0.0673648,0.0554218,
0.0673382,0.0554107,
0.0673116,0.0553995,
0.067285,0.0553884,
0.0672585,0.0553773,
0.067232,0.0553662,
0.0672055,0.0553551,
0.0671791,0.0553441,
0.0671527,0.055333,
0.0671264,0.055322,
0.0671001,0.055311,
0.0670738,0.0553,
0.0670476,0.0552891,
0.0670214,0.0552781,
0.0669952,0.0552672,
0.0669691,0.0552563,
0.066943,0.0552454,
0.066917,0.0552345,
0.066891,0.0552236,
0.066865,0.0552128,
0.0668391,0.055202,
0.0668132,0.0551912,
0.0667873,0.0551804,
0.0667615,0.0551696,
0.0667357,0.0551589,
0.06671,0.0551481,
0.0666842,0.0551374,
0.0666586,0.0551267,
0.0666329,0.055116,
0.0666073,0.0551054,
0.0665817,0.0550947,
0.0665562,0.0550841,
0.0665307,0.0550735,
0.0665053,0.0550629,
0.0664798,0.0550523,
0.0664544,0.0550417,
0.0664291,0.0550312,
0.0664038,0.0550206,
0.0663785,0.0550101,
0.0663532,0.0549996,
0.066328,0.0549892,
0.0663028,0.0549787,
0.0662777,0.0549683,
0.0662526,0.0549578,
0.0662275,0.0549474,
0.0662025,0.054937,
0.0661775,0.0549266,
0.0661525,0.0549163,
0.0661276,0.0549059,
0.0661027,0.0548956,
0.0660778,0.0548853,
0.066053,0.054875,
0.0660282,0.0548647,
0.0660034,0.0548544,
0.0659787,0.0548442,
0.065954,0.054834,
0.0659294,0.0548237,
0.0659047,0.0548135,
0.0658801,0.0548034,
0.0658556,0.0547932,
0.0658311,0.054783,
0.0658066,0.0547729,
0.0657821,0.0547628,
0.0657577,0.0547527,
0.0657333,0.0547426,
0.065709,0.0547325,
0.0656846,0.0547225,
0.0656603,0.0547124,
0.0656361,0.0547024,
0.0656119,0.0546924,
0.0655877,0.0546824,
0.0655635,,
0.0655394,,
0.0655153,,
0.0654912,,
0.0654672,,
0.0654432,,
0.0654193,,
0.0653953,,
0.0653714,,
0.0653476,,
0.0653238,,
0.0653,,
0.0652762,,
0.0652525,,
0.0652288,,
0.0652051,,
0.0651814,,
0.0651578,,
0.0651343,,
0.0651107,,
0.0650872,,
0.0650637,,
0.0650403,,
0.0650169,,
0.0649935,,
0.0649701,,
0.0649468,,
0.0649235,,
0.0649002,,
0.064877,,
0.0648538,,
0.0648306,,
0.0648075,,
0.0647844,,
0.0647613,,
0.0647383,,
0.0647152,,
0.0646923,,
0.0646693,,
0.0646464,,
0.0646235,,
0.0646006,,
0.0645778,,
0.064555,,
0.0645322,,
0.0645095,,
0.0644868,,
0.0644641,,
0.0644414,,
0.0644188,,
0.0643962,,
0.0643736,,
0.0643511,,
0.0643286,,
0.0643061,,
0.0642837,,
0.0642612,,
0.0642388,,
0.0642165,,
0.0641942,,
0.0641719,,
0.0641496,,
0.0641273,,
0.0641051,,
0.0640829,,
0.0640608,,
0.0640386,,
0.0640165,,
0.0639945,,
0.0639724,,
0.0639504,,
0.0639284,,
0.0639065,,
0.0638845,,
0.0638626,,
0.0638408,,
0.0638189,,
0.0637971,,
0.0637753,,
0.0637535,,
0.0637318,,
0.0637101,,
0.0636884,,
0.0636668,,
0.0636451,,
0.0636236,,
0.063602,,
0.0635804,,
0.0635589,,
0.0635374,,
0.063516,,
0.0634946,,
0.0634731,,
0.0634518,,
0.0634304,,
0.0634091,,
0.0633878,,
0.0633665,,
0.0633453,,
0.0633241,,
0.0633029,,
0.0632817,,
0.0632606,,
0.0632395,,
0.0632184,,
0.0631973,,
0.0631763,,
0.0631553,,
0.0631343,,
0.0631134,,
0.0630925,,
0.0630716,,
0.0630507,,
0.0630298,,
0.063009,,
0.0629882,,
0.0629675,,
0.0629467,,
0.062926,,
0.0629053,,
0.0628846,,
0.062864,,
0.0628434,,
0.0628228,,
0.0628022,,
0.0627817,,
0.0627612,,
0.0627407,,
0.0627203,,
0.0626998,,
0.0626794,,
0.062659,,
0.0626387,,
0.0626183,,
0.062598,,
0.0625777,,
0.0625575,,
0.0625372,,
0.062517,,
0.0624968,,
0.0624767,,
0.0624565,,
0.0624364,,
0.0624163,,
0.0623963,,
0.0623762,,
0.0623562,,
0.0623362,,
0.0623163,,
0.0622963,,
0.0622764,,
0.0622565,,
0.0622367,,
0.0622168,,
0.062197,,
0.0621772,,
0.0621574,,
0.0621377,,
0.062118,,
0.0620983,,
0.0620786,,
0.0620589,,
0.0620393,,
0.0620197,,
0.0620001,,
0.0619806,,
0.061961,,
0.0619415,,
0.061922,,
0.0619026,,
0.0618831,,
0.0618637,,
0.0618443,,
0.0618249,,
0.0618056,,
0.0617863,,
0.061767,,
0.0617477,,
0.0617284,,
0.0617092,,
0.06169,,
0.0616708,,
0.0616516,,
0.0616325,,
0.0616134,,
0.0615943,,
0.0615752,,
0.0615562,,
0.0615371,,
0.0615181,,
0.0614991,,
0.0614802,,
0.0614612,,
0.0614423,,
0.0614234,,
0.0614046,,
0.0613857,,
0.0613669,,
0.0613481,,
0.0613293,,
0.0613105,,
0.0612918,,
0.0612731,,
0.0612544,,
0.0612357,,
0.0612171,,
0.0611984,,
0.0611798,,
0.0611612,,
0.0611427,,
0.0611241,,
0.0611056,,
0.0610871,,
0.0610686,,
0.0610502,,
0.0610317,,
0.0610133,,
0.0609949,,
0.0609766,,
0.0609582,,
0.0609399,,
0.0609216,,
0.0609033,,
0.060885,,
0.0608668,,
0.0608486,,
0.0608304,,
0.0608122,,
0.060794,,
0.0607759,,
0.0607578,,
0.0607397,,
0.0607216,,
0.0607035,,
0.0606855,,
0.0606675,,
0.0606495,,
0.0606315,,
0.0606136,,
0.0605956,,
0.0605777,,
0.0605598,,
0.060542,,
0.0605241,,
0.0605063,,
0.0604885,,
0.0604707,,
0.0604529,,
0.0604352,,
0.0604174,,
0.0603997,,
0.060382,,
0.0603644,,
0.0603467,,
0.0603291,,
0.0603115,,
0.0602939,,
0.0602763,,
0.0602588,,
0.0602413,,
0.0602237,,
0.0602063,,
0.0601888,,
0.0601713,,
0.0601539,,
0.0601365,,
0.0601191,,
0.0601017,,
0.0600844,,
0.0600671,,
0.0600497,,
0.0600324,,
0.0600152,,
0.0599979,,
0.0599807,,
0.0599635,,
0.0599463,,
0.0599291,,
0.0599119,,
0.0598948,,
0.0598777,,
0.0598606,,
0.0598435,,
0.0598264,,
0.0598094,,
0.0597923,,
0.0597753,,
0.0597583,,
0.0597414,,
0.0597244,,
0.0597075,,
0.0596906,,
0.0596737,,
0.0596568,,
0.05964,,
0.0596231,,
0.0596063,,
0.0595895,,
0.0595727,,
0.0595559,,
0.0595392,,
0.0595225,,
0.0595058,,
0.0594891,,
0.0594724,,
0.0594557,,
0.0594391,,
0.0594225,,
0.0594059,,
0.0593893,,
0.0593727,,
0.0593562,,
0.0593397,,
0.0593232,,
0.0593067,,
0.0592902,,
0.0592737,,
0.0592573,,
0.0592409,,
0.0592245,,
0.0592081,,
0.0591917,,
0.0591754,,
0.059159,,
0.0591427,,
0.0591264,,
0.0591101,,
0.0590939,,
0.0590776,,
0.0590614,,
0.0590452,,
0.059029,,
0.0590128,,
0.0589967,,
0.0589805,,
0.0589644,,
0.0589483,,
0.0589322,,
0.0589162,,
0.0589001,,
0.0588841,,
0.0588681,,
0.0588521,,
0.0588361,,
0.0588201,,
0.0588042,,
0.0587882,,
0.0587723,,
0.0587564,,
0.0587405,,
0.0587247,,
0.0587088,,
0.058693,,
0.0586772,,
0.0586614,,
0.0586456,,
0.0586298,,
0.0586141,,
0.0585983,,
0.0585826,,
0.0585669,,
0.0585513,,
0.0585356,,
0.0585199,,
0.0585043,,
0.0584887,,
0.0584731,,
0.0584575,,
0.0584419,,
0.0584264,,
0.0584109,,
0.0583953,,
0.0583798,,
0.0583644,,
0.0583489,,
0.0583334,,
0.058318,,
0.0583026,,
0.0582872,,
0.0582718,,
0.0582564,,
0.0582411,,
0.0582257,,
0.0582104,,
0.0581951,,
0.0581798,,
0.0581645,,
0.0581493,,
0.058134,,
0.0581188,,
0.0581036,,
0.0580884,,
0.0580732,,
0.0580581,,
0.0580429,,
0.0580278,,
0.0580127,,
0.0579976,,
0.0579825,,
0.0579674,,
0.0579523,,
0.0579373,,
0.0579223,,
0.0579073,,
0.0578923,,
0.0578773,,
0.0578623,,
0.0578474,,
0.0578325,,
0.0578175,,
0.0578026,,
0.0577878,,
0.0577729,,
0.057758,,
0.0577432,,
0.0577284,,
0.0577136,,
0.0576988,,
0.057684,,
0.0576692,,
0.0576545,,
0.0576397,,
0.057625,,
0.0576103,,
0.0575956,,
0.0575809,,
0.0575663,,
0.0575516,,
0.057537,,
0.0575224,,
0.0575078,,
0.0574932,,
0.0574786,,
0.0574641,,
0.0574495,,
0.057435,,
0.0574205,,
0.057406,,
0.0573915,,
0.0573771,,
0.0573626,,
0.0573482,,
0.0573337,,
0.0573193,,
0.0573049,,
0.0572905,,
0.0572762,,
0.0572618,,
0.0572475,,
0.0572332,,
0.0572189,,
0.0572046,,
0.0571903,,
0.057176,,
0.0571618,,
0.0571475,,
0.0571333,,
0.0571191,,
0.0571049,,
0.0570907,,
0.0570766,,
0.0570624,,
0.0570483,,
0.0570341,,
0.05702,,
0.0570059,,
0.0569918,,
0.0569778,,
0.0569637,,
0.0569497,,
0.0569357,,
0.0569216,,
0.0569076,,
0.0568937,,
0.0568797,,
0.0568657,,
0.0568518,,
0.0568379,,
0.0568239,,
0.05681,,
0.0567962,,
0.0567823,,
0.0567684,,
0.0567546,,
0.0567407,,
0.0567269,,
0.0567131,,
0.0566993,,
0.0566855,,
0.0566718,,
0.056658,,
0.0566443,,
0.0566305,,
0.0566168,,
0.0566031,,
0.0565894,,
0.0565758,,
0.0565621,,
0.0565485,,
0.0565348,,
0.0565212,,
0.0565076,,
0.056494,,
0.0564804,,
0.0564669,,
0.0564533,,
0.0564398,,
0.0564262,,
0.0564127,,
0.0563992,,
0.0563857,,
0.0563723,,
0.0563588,,
0.0563454,,
0.0563319,,
0.0563185,,
0.0563051,,
0.0562917,,
0.0562783,,
0.0562649,,
0.0562516,,
0.0562382,,
0.0562249,,
0.0562116,,
0.0561983,,
0.056185,,
0.0561717,,
0.0561584,,
0.0561452,,
0.0561319,,
0.0561187,,
0.0561055,,
0.0560923,,
0.0560791,,
0.0560659,,
0.0560527,,
0.0560396,,
0.0560264,,
0.0560133,,
0.0560002,,
0.0559871,,
0.055974,,
0.0559609,,
0.0559478,,
0.0559348,,
0.0559217,,
0.0559087,,
0.0558957,,
0.0558827,,
0.0558697,,
0.0558567,,
0.0558437,,
0.0558308,,
0.0558178,,
0.0558049,,
0.055792,,
0.0557791,,
0.0557662,,
0.0557533,,
0.0557404,,
0.0557275,,
0.0557147,,
0.0557019,,
0.055689,,
0.0556762,,
0.0556634,,
0.0556506,,
0.0556379,,
0.0556251,,
0.0556124,,
0.0555996,,
0.0555869,,
0.0555742,,
0.0555615,,
0.0555488,,
0.0555361,,
0.0555234,,
0.0555108,,
0.0554981,,
0.0554855,,
0.0554729,,
0.0554603,,
0.0554477,,
0.0554351,,
0.0554225,,
0.0554099,,
0.0553974,,
0.0553848,,
0.0553723,,
0.0553598,,
0.0553473,,
0.0553348,,
0.0553223,,
0.0553098,,
0.0552974,,
0.0552849,,
0.0552725,,
0.0552601,,
0.0552477,,
0.0552353,,
0.0552229,,
0.0552105,,
0.0551981,,
0.0551858,,
0.0551734,,
0.0551611,,
0.0551488,,
0.0551365,,
0.0551242,,
0.0551119,,
0.0550996,,
0.0550873,,
0.0550751,,
0.0550628,,
0.0550506,,
0.0550384,,
0.0550262,,
0.055014,,
0.0550018,,
0.0549896,,
0.0549774,,
0.0549653,,
0.0549532,,
0.054941,,
0.0549289,,
0.0549168,,
0.0549047,,
0.0548926,,
0.0548805,,
0.0548685,,
0.0548564,,
0.0548444,,
0.0548323,,
0.0548203,,
0.0548083,,
0.0547963,,
0.0547843,,
0.0547723,,
0.0547604,,
0.0547484,,
0.0547364,,
0.0547245,,
0.0547126,,
0.0547007,,
0.0546888,,
0.0546769,,
0.054665,,
0.0546531,,
0.0546413,,
0.0546294,,
0.0546176,,
0.0546057,,
0.0545939,,
0.0545821,,
0.0545703,,
0.0545585,,
0.0545468,,
0.054535,,
0.0545232,,
0.0545115,,
0.0544997,,
0.054488,,
0.0544763,,
0.0544646,,
0.0544529,,
0.0544412,,
0.0544296,,
0.0544179,,
0.0544062,,
0.0543946,,
0.054383,,
0.0543714,,
0.0543597,,
0.0543481,,
0.0543366,,
0.054325,,
0.0543134,,
0.0543018,,
0.0542903,,
0.0542788,,
0.0542672,,
0.0542557,,
0.0542442,,
0.0542327,,
0.0542212,,
0.0542097,,
0.0541983,,
0.0541868,,
0.0541754,,
0.0541639,,
0.0541525,,
0.0541411,,
0.0541297,,
0.0541183,,
0.0541069,,
0.0540955,,
0.0540842,,
0.0540728,,
0.0540614,,
0.0540501,,
0.0540388,,
0.0540275,,
0.0540162,,
0.0540049,,
0.0539936,,
0.0539823,,
0.053971,,
0.0539598,,
0.0539485,,
0.0539373,,
0.053926,,
0.0539148,,
0.0539036,,
0.0538924,,
0.0538812,,
0.05387,,
0.0538589,,
0.0538477,,
0.0538366,,
0.0538254,,
0.0538143,,
0.0538032,,
0.0537921,,
0.0537809,,
0.0537699,,
0.0537588,,
0.0537477,,
0.0537366,,
0.0537256,,
0.0537145,,
0.0537035,,
0.0536925,,
0.0536814,,
0.0536704,,
0.0536594,,
0.0536484,,
0.0536375,,
0.0536265,,
0.0536155,,
0.0536046,,
0.0535936,,
0.0535827,,
0.0535718,,
0.0535609,,
0.05355,,
0.0535391,,
0.0535282,,
0.0535173,,
0.0535064,,
0.0534956,,
0.0534847,,
0.0534739,,
0.0534631,,
0.0534522,,
0.0534414,,
0.0534306,,
0.0534198,,
0.053409,,
0.0533983,,
0.0533875,,
0.0533767,,
0.053366,,
0.0533552,,
0.0533445,,
0.0533338,,
0.0533231,,
0.0533124,,
0.0533017,,
0.053291,,
0.0532803,,
0.0532697,,
0.053259,,
0.0532483,,
0.0532377,,
0.0532271,,
0.0532165,,
0.0532058,,
0.0531952,,
0.0531846,,
0.0531741,,
0.0531635,,
0.0531529,,
0.0531423,,
0.0531318,,
0.0531213,,
0.0531107,,
0.0531002,,
0.0530897,,
0.0530792,,
0.0530687,,
0.0530582,,
0.0530477,,
0.0530372,,
0.0530268,,
0.0530163,,
0.0530059,,
0.0529954,,
0.052985,,
0.0529746,,
0.0529642,,
0.0529538,,
0.0529434,,
0.052933,,
0.0529226,,
0.0529122,,
0.0529019,,
0.0528915,,
0.0528812,,
0.0528708,,
0.0528605,,
0.0528502,,
0.0528399,,
0.0528296,,
0.0528193,,
0.052809,,
0.0527987,,
0.0527885,,
0.0527782,,
0.052768,,
0.0527577,,
0.0527475,,
0.0527373,,
0.0527271,,
0.0527169,,
0.0527067,,
0.0526965,,
0.0526863,,
0.0526761,,
0.0526659,,
0.0526558,,
0.0526456,,
0.0526355,,
0.0526254,,
0.0526152,,
0.0526051,,
0.052595,,
0.0525849,,
0.0525748,,
0.0525647,,
0.0525547,,
0.0525446,,
0.0525345,,
0.0525245,,
0.0525145,,
0.0525044,,
0.0524944,,
0.0524844,,
0.0524744,,
0.0524644,,
0.0524544,,
